trr_rd_no,statute,description,subject_no,trr_report_id
JA369738,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19515506,104106
JA369738,720 ILCS 550.0/4-C,CANNABIS - POSSESS 10-30 GRMS,19515506,104106
JA256604,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19515476,104107
JA256604,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19515476,104107
JA256604,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19515476,104107
JA256604,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19515476,104107
JA256604,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19515476,104108
JA256604,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19515476,104108
JA256604,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19515476,104108
JA256604,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19515476,104108
JA369675,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19515499,104109
JA369675,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19515499,104109
JA369675,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19515499,104109
JA370353,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19515692,104111
JA370353,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19515692,104111
JA370353,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19515692,104112
JA370353,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,19515692,104112
JA370384,720 ILCS 5.0/12-5-A-1,RECKLESS CONDUCT/BODILY HARM,19515695,104113
JA370384,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19515695,104113
JA370314,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,1951571,104114
JA370314,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,1951571,104114
JA370314,720 ILCS 5.0/21-1-A-1,CRIMINAL DAMAGE/$10K-100K     ,1951571,104114
JA370314,8-24-020,SALE OR POSSESSION OF DEADLY WEAPON,1951571,104114
JA370314,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,1951571,104115
JA370314,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,1951571,104115
JA370314,720 ILCS 5.0/21-1-A-1,CRIMINAL DAMAGE/$10K-100K     ,1951571,104115
JA370314,8-24-020,SALE OR POSSESSION OF DEADLY WEAPON,1951571,104115
JA370648,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19515825,104117
JA370648,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19515825,104117
JA371118,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19515955,104118
JA371205,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,19515972,104119
JA371205,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19515972,104119
JA371197,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19515993,104120
JA371197,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19515993,104120
JA371197,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19515993,104120
JA372056,720 ILCS 5.0/19-1-A,BURGLARY,19516247,104123
JA372056,720 ILCS 5.0/19-2-A,BURGLARY - POSSESSION OF BURGLARY TOOLS,19516247,104123
JA372056,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19516247,104123
JA372357,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19516350,104124
JA372357,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19516350,104124
JA372357,720 ILCS 570.0/402-A-2,PCS - POSSESSION - 15+GRMS - COCAINE,19516350,104124
JA372357,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19516350,104125
JA372357,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19516350,104125
JA372357,720 ILCS 570.0/402-A-2,PCS - POSSESSION - 15+GRMS - COCAINE,19516350,104125
JA372595,3-42-025,SALE OF CIGARETTES W/OUT COOK COUNTY STAMP,19516408,104128
JA372595,4-64-181,DISTRIBUTION CIGARETTES/TOBACCO FROM SEALED PACK,19516408,104128
JA372595,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19516408,104128
JA372595,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19516408,104128
JA372595,3-42-025,SALE OF CIGARETTES W/OUT COOK COUNTY STAMP,19516408,104129
JA372595,4-64-181,DISTRIBUTION CIGARETTES/TOBACCO FROM SEALED PACK,19516408,104129
JA372595,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19516408,104129
JA372595,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19516408,104129
JA373438,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19516688,104133
JA373438,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19516688,104133
JA373438,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19516688,104133
JA373558,720 ILCS 5.0/19-1-A,BURGLARY,19516710,104134
JA373558,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19516710,104134
JA373556,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19516723,104135
JA373556,720 ILCS 5.0/16-3-A,THEFT -  LABOR/SERVICES/PROPERTY,19516723,104135
JA373556,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19516723,104135
JA373556,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19516723,104136
JA373556,720 ILCS 5.0/16-3-A,THEFT -  LABOR/SERVICES/PROPERTY,19516723,104136
JA373556,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19516723,104136
JA373558,720 ILCS 5.0/19-1-A,BURGLARY,19516710,104137
JA373558,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19516710,104137
JA373499,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERS/LOAD/NO FCCA/FOID,19516668,104138
JA373613,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19516759,104141
JA373613,720 ILCS 5.0/24-1.2-A-2,AGGR DISCHARGE FIREARM - OCCUPIED VEHICLE,19516759,104141
JA374064,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19516913,104144
JA374064,720 ILCS 5.0/21-3-A-3,CRIMINAL TRESPASS - REMAIN ON LAND,19516913,104144
JA374531,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19517012,104145
JA374562,10-8-515,SOLICITING UNLAWFUL BUSINESS,19517058,104148
JA374562,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19517058,104148
JA374562,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517058,104148
JA374562,10-8-515,SOLICITING UNLAWFUL BUSINESS,19517058,104149
JA374562,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19517058,104149
JA374562,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517058,104149
JA374562,10-8-515,SOLICITING UNLAWFUL BUSINESS,19517058,104150
JA374562,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19517058,104150
JA374562,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517058,104150
JA374562,10-8-515,SOLICITING UNLAWFUL BUSINESS,19517058,104154
JA374562,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19517058,104154
JA374562,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517058,104154
JA374926,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19517186,104155
JA374975,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,19517223,104157
JA374975,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517223,104157
JA374975,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,19517223,104159
JA374975,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517223,104159
JA375068,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19517286,104160
JA375068,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND   ,19517286,104160
JA375347,625 ILCS 5.0/11-704-C,IVC - IMPROPER OVERTAKE RIGHT/DRIVE OFF ROAD,19717354,104161
JA375347,625 ILCS 5.0/6-101,DRIVING/NO LICENSE/PERMIT/AGE,19717354,104161
JA375347,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19717354,104161
JA375347,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19717354,104161
JA375503,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19517391,104162
JA375503,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19517391,104162
JA375503,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517391,104162
JA375503,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19517391,104163
JA375503,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19517391,104163
JA375503,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517391,104163
JA375798,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19517481,104164
JA375798,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19517481,104164
JA375798,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19517481,104164
JA375798,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517481,104164
JA375798,9-24-010(B),STOP AT STOP SIGN,19517481,104164
JA375878,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517490,104165
JA375878,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19517490,104165
JA375878,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517490,104166
JA375798,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19517513,104167
JA375798,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19517513,104167
JA375798,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19517513,104167
JA375798,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517513,104167
JA375798,9-24-010(B),STOP AT STOP SIGN,19517513,104167
JA375798,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19517481,104168
JA375798,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19517481,104168
JA375798,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19517481,104168
JA375798,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517481,104168
JA375798,9-24-010(B),STOP AT STOP SIGN,19517481,104168
JA375999,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517522,104169
JA375999,8-4-050,TRESPASSING,19517522,104169
JA375999,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517522,104170
JA375999,8-4-050,TRESPASSING,19517522,104170
JA376100,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19517580,104172
JA376100,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19517580,104172
JA376100,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19517580,104172
JA376100,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517580,104172
JA375798,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19517513,104173
JA375798,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19517513,104173
JA375798,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19517513,104173
JA375798,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517513,104173
JA375798,9-24-010(B),STOP AT STOP SIGN,19517513,104173
JA376100,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19517580,104174
JA376100,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19517580,104174
JA376100,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19517580,104174
JA376100,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19517580,104174
JA376924,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,1951783,104176
JA376924,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,1951783,104176
JA376924,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19517835,104177
JA376924,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19517835,104177
JA377374,235 ILCS 5.0/6-20-D,PURCHASE/POSSESS LIQUOR/MINOR,19517963,104179
JA377584,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19518002,104180
JA377584,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19518002,104181
JA377615,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19518043,104182
JA377615,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518043,104182
JA377615,725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,19518043,104182
JA377374,235 ILCS 5.0/6-20-D,PURCHASE/POSSESS LIQUOR/MINOR,19517963,104183
JA377615,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19518043,104184
JA377615,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518043,104184
JA377615,725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,19518043,104184
JA377615,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19518043,104185
JA377615,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518043,104185
JA377615,725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,19518043,104185
JA377615,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19518043,104186
JA377615,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518043,104186
JA377615,725 ILCS 225.0/13,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,19518043,104186
JA377675,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19518091,104187
JA377675,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19518091,104187
JA377675,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19518091,104188
JA377675,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19518091,104188
JA377617,7-24-099-A,POSSESSION OF CANNABIS UP TO 15 GRAMS,19518039,104189
JA377617,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518039,104189
JA377617,720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,19518039,104189
JA377675,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19518091,104190
JA377675,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19518091,104190
JA377675,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19518091,104191
JA377675,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19518091,104191
JA377904,625 ILCS 5.0/11-1006-A,IVC - PEDESTRIAN SOLICIT RIDE ON  ROADWAY,19518229,104196
JA377904,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19518229,104196
JA377904,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19518229,104196
JA377904,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19518229,104196
JA377904,720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/>$500-$10K,19518229,104196
JA377904,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518229,104196
JA377904,625 ILCS 5.0/11-1006-A,IVC - PEDESTRIAN SOLICIT RIDE ON  ROADWAY,19518229,104198
JA377904,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19518229,104198
JA377904,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19518229,104198
JA377904,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19518229,104198
JA377904,720 ILCS 5.0/21-1.01-A-1,CRIM DMG/GOVT PROP/>$500-$10K,19518229,104198
JA377904,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518229,104198
JA378655,625 ILCS 5.0/11-502-B,IVC - TRANSPORT/CARRY ALCOHOL LIQUOR/PASSENGER,19518369,104200
JA378655,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19518369,104200
JA378655,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19518369,104200
JA378655,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518369,104200
JA378655,9-24-010(B),STOP AT STOP SIGN,19518369,104200
JA378655,625 ILCS 5.0/11-502-B,IVC - TRANSPORT/CARRY ALCOHOL LIQUOR/PASSENGER,19518369,104201
JA378655,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19518369,104201
JA378655,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19518369,104201
JA378655,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518369,104201
JA378655,9-24-010(B),STOP AT STOP SIGN,19518369,104201
JA379009,720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE OF IL EMP,1951852,104205
JA379009,720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE OF IL EMP,1951852,104206
JA379113,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19518559,104207
JA379113,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19518559,104207
JA379113,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518559,104207
JA379113,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19518559,104207
JA379113,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19518559,104208
JA379113,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19518559,104208
JA379113,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518559,104208
JA379113,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19518559,104208
JA379113,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19518559,104209
JA379113,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19518559,104209
JA379113,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518559,104209
JA379113,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19518559,104209
JA379113,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19518559,104210
JA379113,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19518559,104210
JA379113,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518559,104210
JA379113,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19518559,104210
JA379095,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19518581,104211
JA379233,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19518597,104212
JA378233,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19518280,104213
JA378233,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19518280,104213
JA378233,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19518280,104214
JA378233,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19518280,104214
JA379534,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19518681,104217
JA379534,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19518681,104217
JA379534,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518681,104217
JA379534,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19518681,104218
JA379534,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19518681,104218
JA379534,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518681,104218
JA379756,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19518750,104222
JA379985,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19518765,104224
JA379985,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518765,104224
JA379985,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19518765,104224
JA380056,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19518785,104225
JA380119,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518780,104226
JA380119,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19518780,104226
JA380119,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518780,104227
JA380119,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19518780,104227
JA380101,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19518815,104228
JA380101,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19518815,104228
JA380200,2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19518827,104229
JA380200,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19518827,104229
JA380200,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19518827,104229
JA380200,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19518827,104229
JA380200,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19518827,104229
JA380200,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19518827,104229
JA380252,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19518848,104230
JA380252,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19518848,104230
JA380252,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518848,104230
JA380252,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19518848,104230
JA380252,720 ILCS 550.0/4-C,POSS CAN/>30-100 GRAM/1ST,19518848,104230
JA380252,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19518848,104230
JA380200,2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19518827,104231
JA380200,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19518827,104231
JA380200,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19518827,104231
JA380200,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19518827,104231
JA380200,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19518827,104231
JA380200,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19518827,104231
JA380200,2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19518827,104232
JA380200,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19518827,104232
JA380200,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19518827,104232
JA380200,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19518827,104232
JA380200,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19518827,104232
JA380200,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19518827,104232
JA380252,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19518848,104233
JA380252,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSS/USE FIREARM/PAROLE,19518848,104233
JA380252,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518848,104233
JA380252,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19518848,104233
JA380252,720 ILCS 550.0/4-C,POSS CAN/>30-100 GRAM/1ST,19518848,104233
JA380252,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19518848,104233
JA380309,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19518860,104236
JA380309,720 ILCS 570.0/401-G,PCS - MFG/DEL - OTHER AMT - OTHER SUBST-SCHD IV,19518860,104236
