weapon_type,firearm_caliber,weapon_description,trr_report_id
OTHER (SPECIFY),,PLASTIC BOTTLE,471852
HANDS/FISTS,,,471867
FEET,,,471867
KNIFE/OTHER CUTTING INSTRUMENT,,,472278
KNIFE/OTHER CUTTING INSTRUMENT,,,472279
"MOUTH (SPIT,BITE,ETC)",,,472279
HANDS/FISTS,,,472420
HANDS/FISTS,,,472453
FEET,,,472453
OTHER (SPECIFY),,PICK AXE,472679
OTHER (SPECIFY),,PICK AXE,472680
OTHER (SPECIFY),,PICK AXE,472713
HANDS/FISTS,,,473160
HANDS/FISTS,,,473160
HANDS/FISTS,,,473160
FEET,,,473189
HANDS/FISTS,,,473189
HANDS/FISTS,,,473191
FEET,,,473191
HANDS/FISTS,,,473384
HANDS/FISTS,,,473384
HANDS/FISTS,,,473387
HANDS/FISTS,,,473387
HANDS/FISTS,,,473388
HANDS/FISTS,,,473388
HANDS/FISTS,,,473392
HANDS/FISTS,,,473392
HANDS/FISTS,,,473402
HANDS/FISTS,,,473402
HANDS/FISTS,,,473577
HANDS/FISTS,,,473607
HANDS/FISTS,,,474076
HANDS/FISTS,,,474076
HANDS/FISTS,,,474224
HANDS/FISTS,,,475708
HANDS/FISTS,,,475708
HANDS/FISTS,,,475708
HANDS/FISTS,,,475708
HANDS/FISTS,,,475992
FEET,,,475992
HANDS/FISTS,,,475992
FEET,,,475993
HANDS/FISTS,,,475993
OTHER (SPECIFY),,ROCK,476167
HANDS/FISTS,,,476198
FEET,,,476198
"MOUTH (SPIT,BITE,ETC)",,,476198
HANDS/FISTS,,,477298
HANDS/FISTS,,,477298
FIREARM - SEMI-AUTOMATIC,,,477489
HANDS/FISTS,,,478007
HANDS/FISTS,,,478186
HANDS/FISTS,,,478937
HANDS/FISTS,,,478975
HANDS/FISTS,,,479005
HANDS/FISTS,,,479011
FEET,,,479814
HANDS/FISTS,,,479814
HANDS/FISTS,,,480101
HANDS/FISTS,,,480101
FEET,,,480101
HANDS/FISTS,,,480101
HANDS/FISTS,,,480101
HANDS/FISTS,,,480144
FEET,,,480144
HANDS/FISTS,,,480144
HANDS/FISTS,,,480144
HANDS/FISTS,,,480144
HANDS/FISTS,,,480305
HANDS/FISTS,,,480305
"MOUTH (SPIT,BITE,ETC)",,,480769
HANDS/FISTS,,,481176
HANDS/FISTS,,,481191
OTHER (SPECIFY),,DOUBLE BLADED SHEARS,481537
HANDS/FISTS,,,482361
HANDS/FISTS,,,483032
FIREARM - SEMI-AUTOMATIC,,,483896
FIREARM - SEMI-AUTOMATIC,,,483914
"MOUTH (SPIT,BITE,ETC)",,,484184
HANDS/FISTS,,,484184
HANDS/FISTS,,,484252
"MOUTH (SPIT,BITE,ETC)",,,484252
HANDS/FISTS,,,484259
"MOUTH (SPIT,BITE,ETC)",,,484259
HANDS/FISTS,,,484261
"MOUTH (SPIT,BITE,ETC)",,,484261
FIREARM - SEMI-AUTOMATIC,,,484265
HANDS/FISTS,,,484277
"MOUTH (SPIT,BITE,ETC)",,,484277
HANDS/FISTS,,,484373
FIREARM - SEMI-AUTOMATIC,,,484447
BLUNT INSTRUMENT,,,484915
BLUNT INSTRUMENT,,,484968
FEET,,,484999
FIREARM - SEMI-AUTOMATIC,,,485296
HANDS/FISTS,,,485296
HANDS/FISTS,,,485296
HANDS/FISTS,,,486600
HANDS/FISTS,,,486600
OTHER (SPECIFY),,,486600
HANDS/FISTS,,,486600
HANDS/FISTS,,,486648
HANDS/FISTS,,,486648
HANDS/FISTS,,,486648
FIREARM - REVOLVER,,,487525
FIREARM - REVOLVER,,,487527
HANDS/FISTS,,,488317
HANDS/FISTS,,,488455
HANDS/FISTS,,,488512
HANDS/FISTS,,,488535
HANDS/FISTS,,,488573
FEET,,,488573
HANDS/FISTS,,,488631
FEET,,,488631
BLUNT INSTRUMENT,,,488646
BLUNT INSTRUMENT,,,488648
HANDS/FISTS,,,489526
HANDS/FISTS,,,489593
HANDS/FISTS,,,489778
HANDS/FISTS,,,489778
HANDS/FISTS,,,489778
"MOUTH (SPIT,BITE,ETC)",,,489828
HANDS/FISTS,,,489828
FIREARM - SEMI-AUTOMATIC,,,489953
HANDS/FISTS,,,490245
"MOUTH (SPIT,BITE,ETC)",,,490254
HANDS/FISTS,,,490254
HANDS/FISTS,,,490254
HANDS/FISTS,,,490255
HANDS/FISTS,,,490255
KNIFE/OTHER CUTTING INSTRUMENT,,,491098
HANDS/FISTS,,,491098
FEET,,,491148
HANDS/FISTS,,,491221
HANDS/FISTS,,,491233
HANDS/FISTS,,,491233
HANDS/FISTS,,,491233
HANDS/FISTS,,,491233
HANDS/FISTS,,,491261
FEET,,,492982
BLUNT INSTRUMENT,,,493086
HANDS/FISTS,,,493100
BLUNT INSTRUMENT,,,493101
BLUNT INSTRUMENT,,,493103
BLUNT INSTRUMENT,,,493126
HANDS/FISTS,,,493134
HANDS/FISTS,,,493895
HANDS/FISTS,,,493914
OTHER (SPECIFY),,,494257
KNIFE/OTHER CUTTING INSTRUMENT,,,494813
KNIFE/OTHER CUTTING INSTRUMENT,,,494814
FIREARM - SEMI-AUTOMATIC,,,494815
FIREARM - SEMI-AUTOMATIC,,,494888
KNIFE/OTHER CUTTING INSTRUMENT,,,494894
FEET,,,494894
"MOUTH (SPIT,BITE,ETC)",,,494894
HANDS/FISTS,,,494894
KNIFE/OTHER CUTTING INSTRUMENT,,,494900
HANDS/FISTS,,,494900
"MOUTH (SPIT,BITE,ETC)",,,494900
FIREARM - SEMI-AUTOMATIC,,,494901
FIREARM - SEMI-AUTOMATIC,,,494904
OTHER (SPECIFY),,A REPLICA PISTOL,495617
HANDS/FISTS,,,495617
HANDS/FISTS,,,495617
HANDS/FISTS,,,495617
HANDS/FISTS,,,495617
OTHER (SPECIFY),,BB GUN,495631
HANDS/FISTS,,,495639
FEET,,,495639
HANDS/FISTS,,,495688
HANDS/FISTS,,,495688
HANDS/FISTS,,,495688
HANDS/FISTS,,,495688
HANDS/FISTS,,,495724
HANDS/FISTS,,,495724
HANDS/FISTS,,,495724
HANDS/FISTS,,,495724
OTHER (SPECIFY),,REPLICA FIREARM PISTOL,495763
HANDS/FISTS,,,495763
HANDS/FISTS,,,495763
FEET,,,495763
OTHER (SPECIFY),,REPLICA FIREARM,495780
HANDS/FISTS,,,495780
HANDS/FISTS,,,495780
OTHER (SPECIFY),,TWO TONE REPLICA FIREARM,495804
FEET,,,495804
HANDS/FISTS,,,495804
HANDS/FISTS,,,495804
FIREARM - SEMI-AUTOMATIC,,,495810
HANDS/FISTS,,,498125
HANDS/FISTS,,,498216
HANDS/FISTS,,,498216
HANDS/FISTS,,,498216
FIREARM - SEMI-AUTOMATIC,,,499083
FIREARM - SEMI-AUTOMATIC,,,499656
HANDS/FISTS,,,500033
HANDS/FISTS,,,500033
HANDS/FISTS,,,500033
HANDS/FISTS,,,500639
HANDS/FISTS,,,500660
"MOUTH (SPIT,BITE,ETC)",,,500660
HANDS/FISTS,,,500677
"MOUTH (SPIT,BITE,ETC)",,,500677
FIREARM - SEMI-AUTOMATIC,,,500811
FIREARM - SEMI-AUTOMATIC,,,500823
FIREARM - SEMI-AUTOMATIC,,,501488
FIREARM - SEMI-AUTOMATIC,,,501614
FIREARM - SEMI-AUTOMATIC,,,501693
HANDS/FISTS,,,501693
HANDS/FISTS,,,501693
HANDS/FISTS,,,501734
HANDS/FISTS,,,501734
HANDS/FISTS,,,501734
HANDS/FISTS,,,501734
HANDS/FISTS,,,501737
HANDS/FISTS,,,501737
HANDS/FISTS,,,501737
HANDS/FISTS,,,501737
FIREARM - SEMI-AUTOMATIC,,,501748
FEET,,,501748
HANDS/FISTS,,,501976
FEET,,,501976
HANDS/FISTS,,,501976
HANDS/FISTS,,,501976
HANDS/FISTS,,,501978
FEET,,,501978
HANDS/FISTS,,,501978
HANDS/FISTS,,,501978
HANDS/FISTS,,,502227
HANDS/FISTS,,,502227
HANDS/FISTS,,,502227
HANDS/FISTS,,,502269
HANDS/FISTS,,,502269
OTHER (SPECIFY),,WROUGHT IRON FENCE/ DOOR,502406
HANDS/FISTS,,,502468
HANDS/FISTS,,,502468
HANDS/FISTS,,,502604
HANDS/FISTS,,,502604
HANDS/FISTS,,,502604
VEHICLE,,,502818
VEHICLE,,,502832
HANDS/FISTS,,,503500
HANDS/FISTS,,,503528
FIREARM - SEMI-AUTOMATIC,,,503884
FIREARM - SEMI-AUTOMATIC,,,503900
KNIFE/OTHER CUTTING INSTRUMENT,,,504920
HANDS/FISTS,,,505579
"MOUTH (SPIT,BITE,ETC)",,,505579
HANDS/FISTS,,,505579
"MOUTH (SPIT,BITE,ETC)",,,505695
HANDS/FISTS,,,505695
HANDS/FISTS,,,505695
HANDS/FISTS,,,506323
"MOUTH (SPIT,BITE,ETC)",,,506323
HANDS/FISTS,,,506323
HANDS/FISTS,,,506323
HANDS/FISTS,,,506323
HANDS/FISTS,,,506324
HANDS/FISTS,,,506324
"MOUTH (SPIT,BITE,ETC)",,,506324
HANDS/FISTS,,,506324
HANDS/FISTS,,,506324
HANDS/FISTS,,,506342
HANDS/FISTS,,,506342
HANDS/FISTS,,,506342
HANDS/FISTS,,,506342
BLUNT INSTRUMENT,,,506363
CHEMICAL WEAPON,,,506709
FIREARM - REVOLVER,,,506720
HANDS/FISTS,,,506720
HANDS/FISTS,,,506720
HANDS/FISTS,,,506720
FIREARM - SEMI-AUTOMATIC,,,507941
FIREARM - SEMI-AUTOMATIC,,,507965
FEET,,,507965
FIREARM - SEMI-AUTOMATIC,,,508020
FIREARM - SEMI-AUTOMATIC,,,508033
FIREARM - SEMI-AUTOMATIC,,,508064
FIREARM - SEMI-AUTOMATIC,,,508074
FIREARM - SEMI-AUTOMATIC,,,508183
HANDS/FISTS,,,508209
FEET,,,508263
FEET,,,508273
HANDS/FISTS,,,508458
HANDS/FISTS,,,508458
HANDS/FISTS,,,508459
HANDS/FISTS,,,508459
KNIFE/OTHER CUTTING INSTRUMENT,,,508529
"MOUTH (SPIT,BITE,ETC)",,,508529
HANDS/FISTS,,,508529
"MOUTH (SPIT,BITE,ETC)",,,508577
FEET,,,508588
FIREARM - SEMI-AUTOMATIC,,,508860
FIREARM - SEMI-AUTOMATIC,,,508872
HANDS/FISTS,,,508888
HANDS/FISTS,,,508888
HANDS/FISTS,,,509141
"MOUTH (SPIT,BITE,ETC)",,,509141
FIREARM - SEMI-AUTOMATIC,,,510737
FIREARM - SEMI-AUTOMATIC,,,511561
HANDS/FISTS,,,511615
HANDS/FISTS,,,511615
HANDS/FISTS,,,511615
HANDS/FISTS,,,511618
HANDS/FISTS,,,511618
HANDS/FISTS,,,511618
FIREARM - SEMI-AUTOMATIC,,,511673
FIREARM - SEMI-AUTOMATIC,,,511677
HANDS/FISTS,,,511847
HANDS/FISTS,,,511847
FEET,,,511906
HANDS/FISTS,,,512436
HANDS/FISTS,,,512436
OTHER (SPECIFY),,CELLPHONE,512720
OTHER (SPECIFY),,CELL PHONE,512744
HANDS/FISTS,,,512917
HANDS/FISTS,,,512973
OTHER (SPECIFY),,VASE,513286
BLUNT INSTRUMENT,,,513512
HANDS/FISTS,,,513512
HANDS/FISTS,,,513512
FEET,,,513512
HANDS/FISTS,,,513512
OTHER (SPECIFY),,TAN REPLICA BB GUN,513819
OTHER (SPECIFY),,,514285
HANDS/FISTS,,,514678
HANDS/FISTS,,,514678
HANDS/FISTS,,,514700
HANDS/FISTS,,,514700
FIREARM - SEMI-AUTOMATIC,,,514760
HANDS/FISTS,,,515018
HANDS/FISTS,,,515018
HANDS/FISTS,,,515018
HANDS/FISTS,,,515021
HANDS/FISTS,,,515021
HANDS/FISTS,,,515021
OTHER (SPECIFY),,HANDCUFFS,515045
HANDS/FISTS,,,515045
HANDS/FISTS,,,515045
HANDS/FISTS,,,515045
FEET,,,515045
HANDS/FISTS,,,515049
HANDS/FISTS,,,515049
HANDS/FISTS,,,515049
OTHER (SPECIFY),,HAND-CUFFS,515071
HANDS/FISTS,,,515071
HANDS/FISTS,,,515071
OTHER (SPECIFY),,HANDCUFFS,515073
HANDS/FISTS,,,515073
HANDS/FISTS,,,515073
FIREARM - SEMI-AUTOMATIC,,,515169
HANDS/FISTS,,,515570
HANDS/FISTS,,,515570
FIREARM - REVOLVER,,,515989
FIREARM - SEMI-AUTOMATIC,,,515993
FIREARM - REVOLVER,,,516004
FIREARM - REVOLVER,,,516007
FIREARM - SEMI-AUTOMATIC,,,516017
FIREARM - REVOLVER,,,516028
FIREARM - SEMI-AUTOMATIC,,,516030
FIREARM - REVOLVER,,,516038
FIREARM - SEMI-AUTOMATIC,,,516071
HANDS/FISTS,,,516550
HANDS/FISTS,,,516550
HANDS/FISTS,,,516550
HANDS/FISTS,,,516593
HANDS/FISTS,,,516593
HANDS/FISTS,,,516738
"MOUTH (SPIT,BITE,ETC)",,,516745
"MOUTH (SPIT,BITE,ETC)",,,516749
HANDS/FISTS,,,516817
HANDS/FISTS,,,516817
HANDS/FISTS,,,516817
HANDS/FISTS,,,516817
OTHER (SPECIFY),,,516817
HANDS/FISTS,,,516818
HANDS/FISTS,,,516818
HANDS/FISTS,,,516818
OTHER (SPECIFY),,,516818
HANDS/FISTS,,,516872
HANDS/FISTS,,,516872
HANDS/FISTS,,,516872
OTHER (SPECIFY),,,516872
HANDS/FISTS,,,516872
HANDS/FISTS,,,516878
FEET,,,516878
FIREARM - SEMI-AUTOMATIC,,,517094
"MOUTH (SPIT,BITE,ETC)",,,517094
FIREARM - SEMI-AUTOMATIC,,,517112
"MOUTH (SPIT,BITE,ETC)",,,517112
HANDS/FISTS,,,517456
HANDS/FISTS,,,517564
HANDS/FISTS,,,517564
FEET,,,518003
HANDS/FISTS,,,518003
HANDS/FISTS,,,518046
HANDS/FISTS,,,518046
FEET,,,518046
HANDS/FISTS,,,518649
HANDS/FISTS,,,518649
"MOUTH (SPIT,BITE,ETC)",,,518902
FEET,,,519081
HANDS/FISTS,,,519158
HANDS/FISTS,,,519585
HANDS/FISTS,,,519585
HANDS/FISTS,,,519585
HANDS/FISTS,,,519611
HANDS/FISTS,,,519611
HANDS/FISTS,,,519611
FIREARM - SEMI-AUTOMATIC,,,519630
HANDS/FISTS,,,520399
HANDS/FISTS,,,520451
HANDS/FISTS,,,520834
FEET,,,520834
HANDS/FISTS,,,520834
HANDS/FISTS,,,521217
HANDS/FISTS,,,521217
HANDS/FISTS,,,521293
VEHICLE,,,521305
VEHICLE,,,521307
HANDS/FISTS,,,521343
HANDS/FISTS,,,521382
"MOUTH (SPIT,BITE,ETC)",,,521382
HANDS/FISTS,,,521382
HANDS/FISTS,,,521382
HANDS/FISTS,,,521400
HANDS/FISTS,,,521400
KNIFE/OTHER CUTTING INSTRUMENT,,,521434
KNIFE/OTHER CUTTING INSTRUMENT,,,521436
KNIFE/OTHER CUTTING INSTRUMENT,,,521445
KNIFE/OTHER CUTTING INSTRUMENT,,,521461
FEET,,,522406
FEET,,,522618
HANDS/FISTS,,,522624
HANDS/FISTS,,,522624
FEET,,,522624
HANDS/FISTS,,,522624
HANDS/FISTS,,,522624
"MOUTH (SPIT,BITE,ETC)",,,522988
"MOUTH (SPIT,BITE,ETC)",,,523024
"MOUTH (SPIT,BITE,ETC)",,,523267
"MOUTH (SPIT,BITE,ETC)",,,523320
HANDS/FISTS,,,523548
HANDS/FISTS,,,523548
FEET,,,524710
FEET,,,525585
"MOUTH (SPIT,BITE,ETC)",,,526473
"MOUTH (SPIT,BITE,ETC)",,,526475
VEHICLE,,,527531
VEHICLE,,,527533
FIREARM - SEMI-AUTOMATIC,,,528195
FEET,,,528601
HANDS/FISTS,,,528601
FEET,,,528606
HANDS/FISTS,,,528606
FEET,,,528608
HANDS/FISTS,,,528608
HANDS/FISTS,,,529174
FIREARM - SEMI-AUTOMATIC,,,529182
FIREARM - SEMI-AUTOMATIC,,,529261
FIREARM - SEMI-AUTOMATIC,,,529267
FIREARM - SEMI-AUTOMATIC,,,529290
FIREARM - SEMI-AUTOMATIC,,,529342
HANDS/FISTS,,,530072
HANDS/FISTS,,,531162
KNIFE/OTHER CUTTING INSTRUMENT,,,531523
VEHICLE,,,531840
HANDS/FISTS,,,531871
FIREARM - SEMI-AUTOMATIC,,,533307
HANDS/FISTS,,,533945
HANDS/FISTS,,,533945
HANDS/FISTS,,,533976
HANDS/FISTS,,,534026
HANDS/FISTS,,,534026
HANDS/FISTS,,,534026
BLUNT INSTRUMENT,,,534118
HANDS/FISTS,,,534118
FIREARM - REVOLVER,,,534119
BLUNT INSTRUMENT,,,534140
HANDS/FISTS,,,534140
HANDS/FISTS,,,534197
"MOUTH (SPIT,BITE,ETC)",,,534197
HANDS/FISTS,,,534219
"MOUTH (SPIT,BITE,ETC)",,,534219
FIREARM - SEMI-AUTOMATIC,,,534977
FEET,,,535227
HANDS/FISTS,,,535227
FIREARM - SEMI-AUTOMATIC,,,535231
FEET,,,535253
FEET,,,535272
FIREARM - SEMI-AUTOMATIC,,,535306
HANDS/FISTS,,,535331
"MOUTH (SPIT,BITE,ETC)",,,535333
FIREARM - SEMI-AUTOMATIC,,,535363
"MOUTH (SPIT,BITE,ETC)",,,535389
FIREARM - SEMI-AUTOMATIC,,,535417
FIREARM - SEMI-AUTOMATIC,,,535431
FIREARM - SEMI-AUTOMATIC,,,535440
FIREARM - SEMI-AUTOMATIC,,,535457
FIREARM - SEMI-AUTOMATIC,,,535461
OTHER (SPECIFY),,BLACK NIKE AIR MAX SHOE,535463
FIREARM - SEMI-AUTOMATIC,,,535480
HANDS/FISTS,,,535860
HANDS/FISTS,,,535860
"MOUTH (SPIT,BITE,ETC)",,,536135
HANDS/FISTS,,,536509
HANDS/FISTS,,,536516
HANDS/FISTS,,,536516
"MOUTH (SPIT,BITE,ETC)",,,536567
HANDS/FISTS,,,536576
OTHER (SPECIFY),,,536662
HANDS/FISTS,,,536662
FEET,,,536771
"MOUTH (SPIT,BITE,ETC)",,,536771
HANDS/FISTS,,,537224
HANDS/FISTS,,,537224
OTHER (SPECIFY),,,537300
OTHER (SPECIFY),,,537318
FEET,,,537354
HANDS/FISTS,,,537354
FIREARM - SEMI-AUTOMATIC,,,537434
HANDS/FISTS,,,537514
FIREARM - SEMI-AUTOMATIC,,,537526
HANDS/FISTS,,,537571
HANDS/FISTS,,,537571
HANDS/FISTS,,,537589
HANDS/FISTS,,,537589
HANDS/FISTS,,,537622
HANDS/FISTS,,,537622
"MOUTH (SPIT,BITE,ETC)",,,537745
KNIFE/OTHER CUTTING INSTRUMENT,,,537902
HANDS/FISTS,,,538195
HANDS/FISTS,,,538202
OTHER (SPECIFY),,,538202
HANDS/FISTS,,,538202
HANDS/FISTS,,,538276
HANDS/FISTS,,,538276
OTHER (SPECIFY),,,538276
HANDS/FISTS,,,538402
BLUNT INSTRUMENT,,,538417
OTHER (SPECIFY),,,538464
BLUNT INSTRUMENT,,,538477
VEHICLE,,,539230
HANDS/FISTS,,,539413
HANDS/FISTS,,,539460
HANDS/FISTS,,,539460
HANDS/FISTS,,,539491
HANDS/FISTS,,,539531
FIREARM - SEMI-AUTOMATIC,,,539597
FIREARM - SEMI-AUTOMATIC,,,540225
"MOUTH (SPIT,BITE,ETC)",,,540225
KNIFE/OTHER CUTTING INSTRUMENT,,,541232
FIREARM - SEMI-AUTOMATIC,,,541527
FIREARM - SEMI-AUTOMATIC,,,541543
HANDS/FISTS,,,542389
HANDS/FISTS,,,542696
HANDS/FISTS,,,542696
HANDS/FISTS,,,542696
OTHER (SPECIFY),,,542696
HANDS/FISTS,,,542696
"MOUTH (SPIT,BITE,ETC)",,,543240
"MOUTH (SPIT,BITE,ETC)",,,544052
HANDS/FISTS,,,544108
OTHER (SPECIFY),,,544169
FIREARM - SEMI-AUTOMATIC,,,545074
FIREARM - SEMI-AUTOMATIC,,,545075
HANDS/FISTS,,,545171
HANDS/FISTS,,,545171
HANDS/FISTS,,,545171
HANDS/FISTS,,,545177
HANDS/FISTS,,,545177
HANDS/FISTS,,,545177
FIREARM - REVOLVER,,,545583
HANDS/FISTS,,,545960
HANDS/FISTS,,,545960
HANDS/FISTS,,,546291
HANDS/FISTS,,,546291
HANDS/FISTS,,,546291
HANDS/FISTS,,,546313
FEET,,,546313
HANDS/FISTS,,,546313
HANDS/FISTS,,,546314
FEET,,,546314
HANDS/FISTS,,,546314
HANDS/FISTS,,,546315
FEET,,,546315
HANDS/FISTS,,,546315
HANDS/FISTS,,,546503
HANDS/FISTS,,,546503
HANDS/FISTS,,,546512
HANDS/FISTS,,,546512
HANDS/FISTS,,,546512
FIREARM - SEMI-AUTOMATIC,,,547133
HANDS/FISTS,,,547987
HANDS/FISTS,,,547987
HANDS/FISTS,,,547987
FEET,,,548444
"MOUTH (SPIT,BITE,ETC)",,,548444
OTHER (SPECIFY),,,548444
FEET,,,549113
HANDS/FISTS,,,549143
FIREARM - SEMI-AUTOMATIC,,,549838
FIREARM - SEMI-AUTOMATIC,,,549841
FIREARM - SEMI-AUTOMATIC,,,549851
FEET,,,549851
HANDS/FISTS,,,549851
OTHER (SPECIFY),,,549851
HANDS/FISTS,,,549933
"MOUTH (SPIT,BITE,ETC)",,,549940
"MOUTH (SPIT,BITE,ETC)",,,549950
HANDS/FISTS,,,549950
FIREARM - SEMI-AUTOMATIC,,,550598
FEET,,,551031
"MOUTH (SPIT,BITE,ETC)",,,551031
HANDS/FISTS,,,551031
HANDS/FISTS,,,551031
HANDS/FISTS,,,551031
OTHER (SPECIFY),,,551294
FEET,,,551294
HANDS/FISTS,,,551966
"MOUTH (SPIT,BITE,ETC)",,,551966
HANDS/FISTS,,,551966
FEET,,,551966
OTHER (SPECIFY),,BRASS KNUCKLES AND KNIFE,551990
HANDS/FISTS,,,552414
FIREARM - SEMI-AUTOMATIC,,,552895
HANDS/FISTS,,,554696
HANDS/FISTS,,,554701
HANDS/FISTS,,,555429
FIREARM - SEMI-AUTOMATIC,,,555904
FIREARM - SEMI-AUTOMATIC,,,555911
HANDS/FISTS,,,556247
HANDS/FISTS,,,556340
OTHER (SPECIFY),,BROKEN PIECE OF GLASS,556428
OTHER (SPECIFY),,BROKEN PIECE OF GLASS,556429
FIREARM - SEMI-AUTOMATIC,,,556989
HANDS/FISTS,,,557154
HANDS/FISTS,,,557237
HANDS/FISTS,,,557250
HANDS/FISTS,,,557262
HANDS/FISTS,,,557262
"MOUTH (SPIT,BITE,ETC)",,,557782
HANDS/FISTS,,,557782
HANDS/FISTS,,,557926
HANDS/FISTS,,,558325
HANDS/FISTS,,,558325
HANDS/FISTS,,,558328
HANDS/FISTS,,,558468
HANDS/FISTS,,,558468
HANDS/FISTS,,,558468
HANDS/FISTS,,,558580
HANDS/FISTS,,,558580
HANDS/FISTS,,,558580
BLUNT INSTRUMENT,,,558875
BLUNT INSTRUMENT,,,558876
HANDS/FISTS,,,560097
HANDS/FISTS,,,560097
HANDS/FISTS,,,560106
HANDS/FISTS,,,560106
HANDS/FISTS,,,560128
HANDS/FISTS,,,560552
HANDS/FISTS,,,560552
FIREARM - SEMI-AUTOMATIC,,,561253
"MOUTH (SPIT,BITE,ETC)",,,561579
HANDS/FISTS,,,561579
OTHER (SPECIFY),,,561579
"MOUTH (SPIT,BITE,ETC)",,,561917
FEET,,,561944
HANDS/FISTS,,,561965
OTHER (SPECIFY),,,561965
HANDS/FISTS,,,562004
FEET,,,562004
HANDS/FISTS,,,562398
"MOUTH (SPIT,BITE,ETC)",,,562735
HANDS/FISTS,,,562735
HANDS/FISTS,,,562759
HANDS/FISTS,,,562913
HANDS/FISTS,,,562913
"MOUTH (SPIT,BITE,ETC)",,,562913
HANDS/FISTS,,,562913
HANDS/FISTS,,,562916
HANDS/FISTS,,,562916
HANDS/FISTS,,,562916
"MOUTH (SPIT,BITE,ETC)",,,562916
HANDS/FISTS,,,562916
FEET,,,563284
"MOUTH (SPIT,BITE,ETC)",,,563284
HANDS/FISTS,,,563284
HANDS/FISTS,,,563284
"MOUTH (SPIT,BITE,ETC)",,,563388
HANDS/FISTS,,,563388
OTHER (SPECIFY),,,563388
HANDS/FISTS,,,563449
HANDS/FISTS,,,563464
OTHER (SPECIFY),,BEADED CHAIN,563475
HANDS/FISTS,,,563477
HANDS/FISTS,,,563477
HANDS/FISTS,,,563517
HANDS/FISTS,,,563670
FEET,,,563670
HANDS/FISTS,,,563670
HANDS/FISTS,,,563670
HANDS/FISTS,,,563670
HANDS/FISTS,,,564521
HANDS/FISTS,,,564521
HANDS/FISTS,,,564521
"MOUTH (SPIT,BITE,ETC)",,,564589
"MOUTH (SPIT,BITE,ETC)",,,564641
HANDS/FISTS,,,564641
FIREARM - SEMI-AUTOMATIC,,,565264
FIREARM - SEMI-AUTOMATIC,,,565303
FIREARM - SEMI-AUTOMATIC,,,565443
FEET,,,565443
HANDS/FISTS,,,565443
HANDS/FISTS,,,565443
FIREARM - SEMI-AUTOMATIC,,,565444
HANDS/FISTS,,,565444
HANDS/FISTS,,,565444
HANDS/FISTS,,,565444
FEET,,,565505
FIREARM - SEMI-AUTOMATIC,,,565753
HANDS/FISTS,,,565753
HANDS/FISTS,,,565753
HANDS/FISTS,,,566384
KNIFE/OTHER CUTTING INSTRUMENT,,,567525
CHEMICAL WEAPON,,,567537
FIREARM - SEMI-AUTOMATIC,,,567810
FIREARM - SEMI-AUTOMATIC,,,567813
OTHER (SPECIFY),,,568036
"MOUTH (SPIT,BITE,ETC)",,,568165
"MOUTH (SPIT,BITE,ETC)",,,568570
HANDS/FISTS,,,569450
FIREARM - REVOLVER,,,569507
FIREARM - REVOLVER,,,569540
FIREARM - REVOLVER,,,569542
FIREARM - REVOLVER,,,569552
VEHICLE,,,569947
HANDS/FISTS,,,570454
KNIFE/OTHER CUTTING INSTRUMENT,,,570565
HANDS/FISTS,,,571066
OTHER (SPECIFY),,,571066
HANDS/FISTS,,,571068
HANDS/FISTS,,,571068
"MOUTH (SPIT,BITE,ETC)",,,571331
HANDS/FISTS,,,571331
"MOUTH (SPIT,BITE,ETC)",,,571408
OTHER (SPECIFY),,,571584
FIREARM - REVOLVER,,,572333
FIREARM - REVOLVER,,,572341
HANDS/FISTS,,,572447
FIREARM - SEMI-AUTOMATIC,,,572494
HANDS/FISTS,,,572575
FEET,,,572575
HANDS/FISTS,,,572575
HANDS/FISTS,,,572575
FIREARM - SEMI-AUTOMATIC,,,572606
FEET,,,572657
BLUNT INSTRUMENT,,,572672
HANDS/FISTS,,,572672
HANDS/FISTS,,,572672
FIREARM - SEMI-AUTOMATIC,,,572692
BLUNT INSTRUMENT,,,572733
HANDS/FISTS,,,572733
"MOUTH (SPIT,BITE,ETC)",,,572733
HANDS/FISTS,,,572733
FIREARM - SEMI-AUTOMATIC,,,572743
"MOUTH (SPIT,BITE,ETC)",,,572760
HANDS/FISTS,,,572777
HANDS/FISTS,,,572777
HANDS/FISTS,,,572777
FEET,,,572794
FIREARM - SEMI-AUTOMATIC,,,573382
FIREARM - SEMI-AUTOMATIC,,,573412
FIREARM - SEMI-AUTOMATIC,,,573416
HANDS/FISTS,,,573454
FIREARM - SEMI-AUTOMATIC,,,573492
FIREARM - SEMI-AUTOMATIC,,,573510
OTHER (SPECIFY),,,573707
OTHER (SPECIFY),,,575304
HANDS/FISTS,,,575304
HANDS/FISTS,,,575304
HANDS/FISTS,,,575304
HANDS/FISTS,,,575325
HANDS/FISTS,,,575325
HANDS/FISTS,,,575325
OTHER (SPECIFY),,,575325
FIREARM - SEMI-AUTOMATIC,,,575345
FIREARM - SEMI-AUTOMATIC,,,575352
HANDS/FISTS,,,575433
HANDS/FISTS,,,575672
HANDS/FISTS,,,575875
HANDS/FISTS,,,575875
HANDS/FISTS,,,575875
FEET,,,576053
HANDS/FISTS,,,576229
HANDS/FISTS,,,576229
HANDS/FISTS,,,576229
